iter	Logloss
0	0.6879363175
1	0.681840442
2	0.6754845606
3	0.6725318103
4	0.6665590036
5	0.6629028018
6	0.658986368
7	0.6544707451
8	0.6504834919
9	0.6460443089
10	0.6434866766
11	0.6380833593
12	0.6356292614
13	0.6310457075
14	0.6270254147
15	0.6216589507
16	0.6194043456
17	0.6171896546
18	0.6126381693
19	0.6103346987
20	0.6052596467
21	0.6021164121
22	0.5993182913
23	0.5951695416
24	0.5917048264
25	0.5889457334
26	0.5850923971
27	0.5826362235
28	0.579607469
29	0.5766408963
30	0.5736439692
31	0.5710591494
32	0.5682661164
33	0.5648645796
34	0.5616847075
35	0.5588461738
36	0.5563985937
37	0.554948783
38	0.5515823791
39	0.5480679725
40	0.5464671707
41	0.5430525435
42	0.5410526346
43	0.5376680829
44	0.5342989201
45	0.5316706796
46	0.5286177263
47	0.5257199373
48	0.523443079
49	0.521768941
50	0.5196181502
51	0.5166227234
52	0.5146928559
53	0.5125188767
54	0.5108862272
55	0.5086344763
56	0.5060016488
57	0.5035345897
58	0.5018668451
59	0.5000314556
60	0.4983070897
61	0.4963229129
62	0.4941312586
63	0.4917320491
64	0.4908196359
65	0.4890432296
66	0.4865996761
67	0.4847360569
68	0.483663689
69	0.4814649219
70	0.4799963547
71	0.4793002592
72	0.477626774
73	0.4758606057
74	0.4752063
75	0.4745631451
76	0.4728862692
77	0.4707947546
78	0.4685055748
79	0.46679907
80	0.4661430172
81	0.4641511114
82	0.4635971191
83	0.461745731
84	0.4609043227
85	0.4593754387
86	0.4582691966
87	0.4564900425
88	0.4553807781
89	0.4539649395
90	0.4534975777
91	0.4519164324
92	0.4503561003
93	0.4496572397
94	0.4479499903
95	0.446604747
96	0.4455032569
97	0.4444855394
98	0.4430563793
99	0.4414294575
100	0.4410511446
101	0.4402930663
102	0.4396360553
103	0.4390390533
104	0.4377895429
105	0.4364237886
106	0.4349338921
107	0.4346066278
108	0.4332764521
109	0.4318578042
110	0.4315500554
111	0.4304748781
112	0.4292383225
113	0.4281553868
114	0.4278713802
115	0.4275923508
116	0.4269779637
117	0.4262683078
118	0.4258296736
119	0.4250024729
120	0.4239430186
121	0.4235721524
122	0.4230215508
123	0.4221668977
124	0.4215829575
125	0.4208495052
126	0.4197698445
127	0.4195498275
128	0.4183358542
129	0.4176006023
130	0.4173936649
131	0.4169161636
132	0.4159680085
133	0.4149950532
134	0.4139308366
135	0.4137442057
136	0.4134936212
137	0.4130309138
138	0.4119913262
139	0.4112355708
140	0.4106060241
141	0.410302692
142	0.4094714818
143	0.4089367637
144	0.4085753338
145	0.4076703625
146	0.4068789161
147	0.4061023459
148	0.4055023446
149	0.4049277009
150	0.4045333864
151	0.4035785956
152	0.4028707127
153	0.4017792436
154	0.4007858732
155	0.3998929353
156	0.3995000301
157	0.3990944324
158	0.3988745503
159	0.3987600905
160	0.3979233437
161	0.3978130531
162	0.3973594458
163	0.3968770926
164	0.3961261585
165	0.3956187091
166	0.3955184068
167	0.3949449269
168	0.394846683
169	0.3947498595
170	0.3939129053
171	0.3937196586
172	0.3934159049
173	0.3925548637
174	0.3919424719
175	0.3914142561
176	0.3906632094
177	0.3898983294
178	0.3891292811
179	0.3885641475
180	0.3878443161
181	0.3873300259
182	0.3866869488
183	0.3864171549
184	0.3862513918
185	0.3855893174
186	0.3851511216
187	0.3845215444
188	0.3840048528
189	0.3837364502
190	0.3831099814
191	0.3827557185
192	0.382693243
193	0.3823357658
194	0.3819927019
195	0.3816375717
196	0.3810871709
197	0.380692581
198	0.3801208888
199	0.3798502337
200	0.3794902979
201	0.378811809
202	0.3782154171
203	0.3778740037
204	0.3776449989
205	0.3774311021
206	0.3770125229
207	0.3769656374
208	0.3768882432
209	0.3767022678
210	0.376657974
211	0.3766143042
212	0.3764486708
213	0.3763236794
214	0.3757316082
215	0.3753521192
216	0.3749783601
217	0.3746190288
218	0.3743441996
219	0.3741822224
220	0.3736274897
221	0.3731641477
222	0.3728220442
223	0.3724943113
224	0.3720922424
225	0.3716790193
226	0.3713915151
227	0.3712193976
228	0.3707355485
229	0.3706196751
230	0.3703500052
231	0.3701004376
232	0.3697165777
233	0.3696555874
234	0.3694211135
235	0.3689852611
236	0.368516347
237	0.3681171984
238	0.3676500224
239	0.367156256
240	0.366790258
241	0.3665163604
242	0.3660860846
243	0.3657689851
244	0.3656674635
245	0.3653850007
246	0.3650372514
247	0.3645843237
248	0.3641855889
249	0.3639166287
250	0.3638817718
251	0.3636222453
252	0.3633470367
253	0.3630563491
254	0.3629898301
255	0.3625415981
256	0.3620938558
257	0.3620180043
258	0.3617218699
259	0.3612415298
260	0.3609562229
261	0.3605505017
262	0.3602713161
263	0.3599832581
264	0.35966627
265	0.3593240083
266	0.3590707881
267	0.3587348372
268	0.3586137809
269	0.3585818659
270	0.358272697
271	0.3578212264
272	0.3574429817
273	0.3573557476
274	0.3569117777
275	0.3564347733
276	0.3563875598
277	0.356143075
278	0.3556883581
279	0.3553986718
280	0.3550208171
281	0.3549425747
282	0.3549296766
283	0.3548591589
284	0.3544905355
285	0.3542600495
286	0.3541970878
287	0.3538689649
288	0.3536863499
289	0.3534049454
290	0.3532527469
291	0.3531939082
292	0.3531459192
293	0.3530609964
294	0.3529411706
295	0.3525598246
296	0.3522532677
297	0.3519292891
298	0.3517665854
299	0.3516307908
300	0.3512528245
301	0.3511000911
302	0.3507357475
303	0.3506809688
304	0.3506712544
305	0.3503991583
306	0.3502175965
307	0.3501642951
308	0.3499294493
309	0.3496022527
310	0.3494166465
311	0.3494046202
312	0.3491726461
313	0.3490633196
314	0.3489075897
315	0.3487808185
316	0.3486071111
317	0.3484486969
318	0.3481642817
319	0.3480865612
320	0.3480344786
321	0.3479006954
322	0.347619607
323	0.3474352201
324	0.3470883648
325	0.3469192238
326	0.3468838108
327	0.3466991279
328	0.3464260897
329	0.3462637984
330	0.3460770206
331	0.3460343457
332	0.3458357257
333	0.3456585896
334	0.3455264693
335	0.3453452931
336	0.3451462655
337	0.3449192361
338	0.3446608533
339	0.344491046
340	0.3442285083
341	0.3441096712
342	0.3437962705
343	0.3436905845
344	0.3434162069
345	0.3433407472
346	0.3431695916
347	0.3429206687
348	0.3427791925
349	0.3425025733
350	0.3424141133
351	0.3423779957
352	0.3421797514
353	0.3420201786
354	0.3418169468
355	0.3417384459
356	0.3414589221
357	0.3412958591
358	0.3410325925
359	0.3407862979
360	0.3405392406
361	0.3403188436
362	0.3401069971
363	0.3398007528
364	0.339555553
365	0.3393817395
366	0.339351539
367	0.339168786
368	0.3390797658
369	0.3390234273
370	0.3387239336
371	0.3385124539
372	0.3384835483
373	0.3384558898
374	0.3384272016
375	0.3383140322
376	0.3381913698
377	0.338090793
378	0.3377899504
379	0.33764819
380	0.3376091916
381	0.3374035767
382	0.3371669905
383	0.3371456981
384	0.3367882904
385	0.3366377762
386	0.3364424839
387	0.336289316
388	0.3360961243
389	0.3358508856
390	0.3358074794
391	0.3357228609
392	0.3355932924
393	0.3354298055
394	0.3353336419
395	0.335208963
396	0.3349168014
397	0.33471242
398	0.3344498425
399	0.3342697268
400	0.3341771211
401	0.3340394671
402	0.3340280039
403	0.3338723827
404	0.3336269183
405	0.3335732119
406	0.3334934584
407	0.3334573805
408	0.333176925
409	0.3330610685
410	0.3330050815
411	0.3327566488
412	0.3325891936
413	0.3322957701
414	0.3322711865
415	0.3321077994
416	0.3320836168
417	0.3320320836
418	0.332018515
419	0.3317108828
420	0.3315588137
421	0.3314068956
422	0.3313135007
423	0.331150385
424	0.3310384616
425	0.3308359536
426	0.3308177408
427	0.3306844357
428	0.330550864
429	0.3303859117
430	0.3303193728
431	0.3302389479
432	0.3300311457
433	0.3300212815
434	0.3299704156
435	0.32993692
436	0.3297354668
437	0.3295783776
438	0.329415066
439	0.3291894214
440	0.3290845908
441	0.3289425593
442	0.328753198
443	0.3286306291
444	0.3285214623
445	0.3283827782
446	0.3282878295
447	0.3282479882
448	0.3281289918
449	0.3279732134
450	0.3278154293
451	0.3277623497
452	0.3277130132
453	0.3276747067
454	0.3275068232
455	0.3274897926
456	0.3274711045
457	0.3273821094
458	0.3271098266
459	0.3270379845
460	0.3269433212
461	0.3267820778
462	0.3266355751
463	0.3265065025
464	0.3263701203
465	0.3263034578
466	0.3261281388
467	0.3260835054
468	0.3260501484
469	0.3259580703
470	0.3258678213
471	0.3257789795
472	0.3256042911
473	0.3254751681
474	0.3254593328
475	0.3252602323
476	0.3251916772
477	0.3251575224
478	0.3250448958
479	0.3248646624
480	0.3246820417
481	0.3245471321
482	0.3245313685
483	0.3242826126
484	0.3240731721
485	0.3238330136
486	0.323674001
487	0.3235241735
488	0.3233628227
489	0.3232716669
490	0.3231642338
491	0.3231248005
492	0.3230088503
493	0.3228747889
494	0.3228665074
495	0.3227626243
496	0.3227386473
497	0.3226665661
498	0.3224563961
499	0.3223528289
500	0.3222533892
501	0.3221160192
502	0.3220167823
503	0.3219286443
504	0.3218775589
505	0.321728522
506	0.3216498199
507	0.3214468069
508	0.3212968218
509	0.3211940953
510	0.3210371923
511	0.3209138419
512	0.32079076
513	0.3207118211
514	0.3205650577
515	0.320393544
516	0.3202106122
517	0.320151467
518	0.3199392461
519	0.3198659956
520	0.319795855
521	0.3196738612
522	0.3196539036
523	0.3194814338
524	0.3193429709
525	0.3192498358
526	0.3190662474
527	0.31884389
528	0.3186891034
529	0.3185766784
530	0.318305273
531	0.3182449167
532	0.3181100811
533	0.3180441156
534	0.3179075553
535	0.3178820699
536	0.3178113867
537	0.3177111329
538	0.3176224905
539	0.3175575653
540	0.3174726037
541	0.3173028317
542	0.3171821692
543	0.3170531203
544	0.3169891198
545	0.3168552483
546	0.3168426253
547	0.3167331249
548	0.3165872521
549	0.3164462907
550	0.3164113033
551	0.3162361986
552	0.3161700318
553	0.3159863908
554	0.3159634705
555	0.3159087644
556	0.3158949852
557	0.3157773957
558	0.3157210656
559	0.3156541393
560	0.3155532606
561	0.3155455196
562	0.3154727582
563	0.3153395847
564	0.3153246174
565	0.3152717445
566	0.3151124801
567	0.3150264198
568	0.3149936412
569	0.3149658034
570	0.3148168531
571	0.3147332462
572	0.314641438
573	0.3144780932
574	0.3144153873
575	0.3143180954
576	0.3141566979
577	0.3140890702
578	0.3140534698
579	0.3139054862
580	0.3138087043
581	0.313784887
582	0.3136045718
583	0.3134436976
584	0.3133373611
585	0.3131926625
586	0.3130525144
587	0.3129977121
588	0.3128605098
589	0.3128517238
590	0.3127995813
591	0.3126969009
592	0.3126709197
593	0.3126348917
594	0.3125612377
595	0.312491541
596	0.3123725581
597	0.3120792372
598	0.3120627748
599	0.3118971369
600	0.3117409473
601	0.3116906079
602	0.3116801967
603	0.3116692565
604	0.3115299631
605	0.3114377287
606	0.311297664
607	0.3112900782
608	0.3111490503
609	0.3110157688
610	0.3108297186
611	0.31072728
612	0.3106449092
613	0.310609714
614	0.3104322914
615	0.3103399601
616	0.3101663214
617	0.3101559447
618	0.3101368563
619	0.3100805458
620	0.3098234884
621	0.3097090277
622	0.3096062583
623	0.309567839
624	0.3095074122
625	0.3094189267
626	0.3092567778
627	0.309138934
628	0.3090003362
629	0.3088224434
630	0.308779195
631	0.3086730572
632	0.308446394
633	0.3082375545
634	0.3081095761
635	0.3079037737
636	0.3078284537
637	0.3076365452
638	0.3075801286
639	0.3074583859
640	0.3074169615
641	0.3073201902
642	0.3070909175
643	0.3070019744
644	0.3069196073
645	0.306869438
646	0.3068185891
647	0.3067902314
648	0.3067209225
649	0.3066246221
650	0.3064869598
651	0.3063394212
652	0.3063303126
653	0.3062166339
654	0.3061228438
655	0.3060992915
656	0.3060250451
657	0.3058006079
658	0.3056329884
659	0.3054021567
660	0.3052825151
661	0.3052506426
662	0.3050167919
663	0.3048990515
664	0.3046864468
665	0.3046183921
666	0.3045892972
667	0.3044413536
668	0.3042441555
669	0.3041249593
670	0.3040300328
671	0.3039346
672	0.303761588
673	0.3035691714
674	0.303560624
675	0.3034817477
676	0.3033096841
677	0.303279728
678	0.3031980558
679	0.3031417347
680	0.3031259517
681	0.302896046
682	0.3028581847
683	0.3027342482
684	0.3026138713
685	0.3024614004
686	0.3022998267
687	0.3022903918
688	0.3021340773
689	0.3019132078
690	0.3018106768
691	0.3016725605
692	0.3016494229
693	0.3016344717
694	0.3015809885
695	0.3014343931
696	0.3013670246
697	0.3012538437
698	0.3011569025
699	0.3011286876
700	0.3009773245
701	0.3008303659
702	0.3007019247
703	0.3006013845
704	0.3004559101
705	0.300349016
706	0.3002473397
707	0.3001628591
708	0.3000294421
709	0.2999485435
710	0.2997160684
711	0.2996070188
712	0.2995537119
713	0.2995082954
714	0.299420761
715	0.299347675
716	0.2992645331
717	0.2992217135
718	0.2991493247
719	0.2988517943
720	0.2987604013
721	0.2987538293
722	0.2987198261
723	0.2986778764
724	0.2986137359
725	0.2984076315
726	0.2982672518
727	0.2981523029
728	0.2980397371
729	0.297991318
730	0.2978346766
731	0.2976313831
732	0.2976240351
733	0.2975233931
734	0.2975234485
735	0.2974992108
736	0.2973871213
737	0.2972477553
738	0.2971663408
739	0.2971215937
740	0.2969731891
741	0.2969016967
742	0.2968886493
743	0.2967595859
744	0.2966963992
745	0.2965589987
746	0.296446805
747	0.2962186506
748	0.2961408625
749	0.2960753815
750	0.2960022652
751	0.2959952638
752	0.2958346381
753	0.2957322368
754	0.2955116586
755	0.2954576545
756	0.2953690764
757	0.2952563554
758	0.2950936409
759	0.2949823228
760	0.2949082616
761	0.2948335777
762	0.2947258041
763	0.294610244
764	0.2944121185
765	0.2942930388
766	0.2941572009
767	0.2941324857
768	0.2941212577
769	0.2939798936
770	0.2939530381
771	0.2938787532
772	0.2938454493
773	0.2938095071
774	0.2935754659
775	0.2935300421
776	0.2933801979
777	0.2932995408
778	0.2932517214
779	0.2931872836
780	0.2930066816
781	0.2928959349
782	0.2928584591
783	0.2928028125
784	0.2927141692
785	0.2925324365
786	0.2924519256
787	0.2922943435
788	0.2921463868
789	0.2919448866
790	0.29177909
791	0.2915194031
792	0.291314236
793	0.2912611288
794	0.2911888493
795	0.2911377692
796	0.2910611703
797	0.2909790584
798	0.2907800318
799	0.2906448664
800	0.2905861262
801	0.2904654459
802	0.2903326386
803	0.2902571955
804	0.2901918846
805	0.2901858977
806	0.2900910202
807	0.2900437448
808	0.2899306874
809	0.2898615384
810	0.2897275117
811	0.2896361607
812	0.2894683313
813	0.2894234479
814	0.2893044609
815	0.2891356001
816	0.2890202062
817	0.2888859584
818	0.2888384236
819	0.2887652111
820	0.2887014754
821	0.2885736062
822	0.2885525341
823	0.2885114087
824	0.2884222439
825	0.2884180761
826	0.2883843572
827	0.2883793737
828	0.2882882964
829	0.2881751592
830	0.2881509963
831	0.2880683625
832	0.2880237398
833	0.2880186984
834	0.2879376437
835	0.2877990766
836	0.2877242221
837	0.2876928275
838	0.2875400277
839	0.287436239
840	0.2873007711
841	0.2872068708
842	0.2870894389
843	0.2869264594
844	0.286762434
845	0.2865536903
846	0.2864549621
847	0.2863554385
848	0.2863361936
849	0.2861910651
850	0.2861661454
851	0.2861286092
852	0.2860395575
853	0.2859655587
854	0.2859608133
855	0.2859067171
856	0.2857428
857	0.2856563877
858	0.2853267297
859	0.2851689565
860	0.2850298214
861	0.2849678461
862	0.2848896573
863	0.2848402805
864	0.2847658539
865	0.2847102268
866	0.2846267198
867	0.284508069
868	0.2844616788
869	0.2842687728
870	0.2842347922
871	0.2840657377
872	0.2839443502
873	0.2838963718
874	0.2838916295
875	0.2837220847
876	0.2835947584
877	0.2834520333
878	0.2833857012
879	0.2833139589
880	0.2832680963
881	0.2831884615
882	0.2831403363
883	0.283016204
884	0.2828898325
885	0.2827913793
886	0.2827302842
887	0.282648428
888	0.2825328186
889	0.2822289798
890	0.2821090052
891	0.2818180645
892	0.2817453092
893	0.2816350834
894	0.2815306369
895	0.2814021215
896	0.281281915
897	0.2812005868
898	0.2811647485
899	0.2810179264
900	0.2809305665
901	0.2807919326
902	0.2807425896
903	0.2806452765
904	0.2805875712
905	0.2805058736
906	0.2803659112
907	0.2802775694
908	0.2802466615
909	0.2801433101
910	0.2801060888
911	0.2800067923
912	0.2798923357
913	0.2796821211
914	0.2796276451
915	0.2795029524
916	0.2792854469
917	0.2791476742
918	0.2790142046
919	0.2789813666
920	0.2789370044
921	0.2788831438
922	0.2788098082
923	0.2787567753
924	0.2787279024
925	0.2786211854
926	0.2784352013
927	0.2782658635
928	0.2781755747
929	0.2781035142
930	0.2780622129
931	0.2780051551
932	0.2779579074
933	0.2778679536
934	0.2778033119
935	0.2777529066
936	0.2777213086
937	0.277683075
938	0.2776326107
939	0.2774844799
940	0.27745869
941	0.2773556396
942	0.2773443849
943	0.2772236279
944	0.2771651019
945	0.2770776521
946	0.2770408031
947	0.2769620219
948	0.2768581778
949	0.2767437792
950	0.2766938782
951	0.2766016266
952	0.2765328352
953	0.2764969145
954	0.2764355178
955	0.2763205846
956	0.2762338965
957	0.2760990829
958	0.2759661577
959	0.2757581968
960	0.2755727016
961	0.2754019397
962	0.2753559467
963	0.2751107239
964	0.2749658146
965	0.274850119
966	0.2747284001
967	0.2747018111
968	0.2745996766
969	0.2745370176
970	0.2744380677
971	0.2743787106
972	0.2743094253
973	0.2741961134
974	0.2741227008
975	0.2740111766
976	0.2739358233
977	0.2738753972
978	0.2738263203
979	0.2736757898
980	0.2735869115
981	0.2734680354
982	0.2734066368
983	0.2732557893
984	0.2731871035
985	0.2731321027
986	0.2729624095
987	0.2729249429
988	0.2728087972
989	0.2725748848
990	0.2724681005
991	0.2723961479
992	0.2723631618
993	0.2723032103
994	0.2722253755
995	0.2721515747
996	0.2720383174
997	0.2719619372
998	0.2718741615
999	0.2717983938
