iter	Logloss
176	0.3165080316
177	0.3162993634
178	0.3160262129
179	0.3159710836
180	0.3158718483
181	0.3158016228
182	0.3157285946
183	0.3146047745
184	0.3145413432
185	0.3142117121
186	0.3141431257
187	0.3138226786
188	0.3130178541
189	0.3129600409
190	0.3128430631
191	0.3127524113
192	0.3127006728
193	0.3126330749
194	0.3125820434
195	0.3125159094
196	0.3124216978
197	0.3123405554
198	0.3122033201
199	0.3120889824
200	0.3120249318
201	0.3119611189
202	0.311900872
203	0.3113074309
204	0.3112404774
205	0.3111514584
206	0.3102733492
207	0.3102156673
208	0.3101588801
209	0.3100884044
210	0.3100210192
211	0.3099639567
212	0.30991529
213	0.3098494439
214	0.3097806511
215	0.3097238263
216	0.3096712432
217	0.3096134988
218	0.3095431607
219	0.3094897894
220	0.3089147852
221	0.3088617516
222	0.3088046454
223	0.3087488028
224	0.3083030197
225	0.3082538275
226	0.3081913033
227	0.308127797
228	0.308070991
229	0.3075826284
230	0.3075153872
231	0.3074626477
232	0.3073964825
233	0.3073223532
234	0.3072667108
235	0.3072117942
236	0.3071499958
237	0.3070824855
238	0.3069874543
239	0.3065148886
240	0.3064557741
241	0.3063995311
242	0.3057515362
243	0.3056949617
244	0.3056399012
245	0.3045941142
246	0.3045311834
247	0.3044809902
248	0.3044210249
249	0.303740329
250	0.3036861756
251	0.3031190416
252	0.3030656828
253	0.3026832371
254	0.3026214449
255	0.3025620614
256	0.3024940757
257	0.3017881799
258	0.3017244859
259	0.3012305115
260	0.3011768774
261	0.3011174939
262	0.3010647857
263	0.3010080923
264	0.3005568914
265	0.3005038015
266	0.3004554101
267	0.300030923
268	0.2999758187
269	0.2995524827
270	0.2995030465
271	0.2994552181
272	0.2986132445
273	0.2977200954
274	0.2976653352
275	0.2976126708
276	0.2975564529
277	0.2975000661
278	0.2971108074
279	0.2970417268
280	0.2969946429
281	0.2966092568
282	0.2965631301
283	0.296509008
284	0.2964430993
285	0.2963827273
286	0.2960323914
287	0.2959871499
288	0.2959481271
289	0.2958999452
290	0.2958356631
291	0.295789771
292	0.2957441198
293	0.2956987376
294	0.2956490198
295	0.2955861641
296	0.2955487804
297	0.2954963725
298	0.2954526825
299	0.2954067779
300	0.2948936034
301	0.2948386617
302	0.2947888126
303	0.2941931067
304	0.2941511404
305	0.2940875183
306	0.2940333149
307	0.2939744099
308	0.2935896307
309	0.2935544272
310	0.2930775166
311	0.2925454015
312	0.2924931719
313	0.2924495633
314	0.292395144
315	0.2923555237
316	0.2923109704
317	0.2922673462
318	0.2922105089
319	0.2916016119
320	0.2910135917
321	0.2909679311
322	0.2909289646
323	0.2908666407
324	0.2908327416
325	0.2907874407
326	0.2907427936
327	0.2907039178
328	0.2906652734
329	0.2906092808
330	0.2905623314
331	0.2901788816
332	0.2901403592
333	0.2900964566
334	0.290064425
335	0.2900266252
336	0.2899827883
337	0.289928466
338	0.2898849982
339	0.2898467167
340	0.2898145162
341	0.2897777831
342	0.289733968
343	0.2896854014
344	0.2891718766
345	0.2891171664
346	0.28908028
347	0.28904726
348	0.2890039923
349	0.2889569835
350	0.2885213604
351	0.2884849933
352	0.2884265107
353	0.2883833588
354	0.2883476517
355	0.2882980278
356	0.2882568935
357	0.2877507227
358	0.2877031071
359	0.2872237064
360	0.2871868388
361	0.2871566528
362	0.2868272563
363	0.2867850679
364	0.2867388723
365	0.2867034812
366	0.2866738207
367	0.2866279943
368	0.2865864721
369	0.2863082917
370	0.2857712499
371	0.2857357649
372	0.2857060481
373	0.2852579753
374	0.2846911072
375	0.284639328
376	0.2845978747
377	0.2845479505
378	0.2845130629
379	0.2844726387
380	0.284423287
381	0.2843937078
382	0.2843591988
383	0.2843191687
384	0.28395013
385	0.2839050606
386	0.2838712178
387	0.2838423394
388	0.283802375
389	0.2837741253
390	0.2837404045
391	0.2837022701
392	0.2836686369
393	0.2832324445
394	0.283190694
395	0.283144364
396	0.2831106213
397	0.2830493484
398	0.2830213959
399	0.2829770647
400	0.2829425588
401	0.2829145155
402	0.2828697714
403	0.2828317496
404	0.2827984699
405	0.2823912811
406	0.2823626341
407	0.2823116432
408	0.2822715381
409	0.2822389309
410	0.2822008059
411	0.2821550545
412	0.2821282625
413	0.282095818
414	0.2820441859
415	0.2820061703
416	0.2819637347
417	0.2815631899
418	0.2815190277
419	0.2814870274
420	0.2814357237
421	0.2813982461
422	0.2813710474
423	0.2808367927
424	0.2805027385
425	0.2804635593
426	0.2804366296
427	0.2800903445
428	0.2800621449
429	0.2800103
430	0.2799722313
431	0.2799397774
432	0.2799135265
433	0.2798816639
434	0.279514039
435	0.27948136
436	0.2794553437
437	0.2794154544
438	0.2790180283
439	0.2789917242
440	0.2789542842
441	0.2789103378
442	0.2788800173
443	0.2788435157
444	0.2787957717
445	0.2787702341
446	0.2787383245
447	0.2785064272
448	0.2777632572
449	0.2774422002
450	0.2774038155
451	0.2773779681
452	0.2773469219
453	0.2773071327
454	0.2772803969
455	0.2772402668
456	0.2772094583
457	0.2771734634
458	0.2771475691
459	0.2771168263
460	0.2770696455
461	0.277039009
462	0.2770139406
463	0.2769897574
464	0.2769591428
465	0.2769230729
466	0.2768847539
467	0.2768549933
468	0.2768195271
469	0.2767948027
470	0.2767646542
471	0.2767254062
472	0.2766900119
473	0.2766503854
474	0.276609883
475	0.2765852055
476	0.2765359226
477	0.2762891669
478	0.2762639201
479	0.27544201
480	0.275411408
481	0.2753875751
482	0.2753586748
483	0.2753242502
484	0.2753004142
485	0.2748489912
486	0.2748186425
487	0.2747943467
488	0.2747589149
489	0.2747396928
490	0.2747100292
491	0.2746862964
492	0.2740723757
493	0.2740282197
494	0.2739927347
495	0.2739636623
496	0.2739226594
497	0.2739038909
498	0.2738625564
499	0.2738372596
500	0.2738038892
501	0.2732425454
502	0.273217871
503	0.2725883631
504	0.2725587401
505	0.2725403095
506	0.2725173337
507	0.2724865409
508	0.2724684386
509	0.2724314491
510	0.2724073347
511	0.2723786533
512	0.2723551582
513	0.2723374126
514	0.2723033509
515	0.2722803533
516	0.2722517688
517	0.2722239602
518	0.2721834484
519	0.2721610982
520	0.2721436498
521	0.2721207084
522	0.2720876946
523	0.2718193301
524	0.271796589
525	0.271760347
526	0.2717324758
527	0.271702027
528	0.2716800116
529	0.2716353488
530	0.2713869946
531	0.2713592955
532	0.271326338
533	0.2712856854
534	0.2712684184
535	0.2712462278
536	0.2712190166
537	0.2711961785
538	0.2706264169
539	0.2705924866
540	0.2705551279
541	0.2705256426
542	0.270503477
543	0.2704759311
544	0.2704588736
545	0.2702126591
546	0.2701843249
547	0.2701512705
548	0.2701281195
549	0.2700904887
550	0.2700474744
551	0.2700200974
552	0.2699977942
553	0.2699651182
554	0.2699372189
555	0.2699151377
556	0.2698802189
557	0.2698583224
558	0.2698308578
559	0.2698140162
560	0.2695324981
561	0.2694903534
562	0.2694686946
563	0.2694419151
564	0.2694095613
565	0.2693823345
566	0.2693606444
567	0.2693387102
568	0.2693156375
569	0.2692988647
570	0.2689629367
571	0.2687676099
572	0.2687365668
573	0.2687151144
574	0.2686872306
575	0.2686704266
576	0.2686343535
577	0.2686126384
578	0.2685805818
579	0.2685641969
580	0.268537921
581	0.268516844
582	0.2684954072
583	0.2684619148
584	0.2684178777
585	0.2683917331
586	0.2683754233
587	0.2683406953
588	0.268324398
589	0.2682930578
590	0.2682663408
591	0.2682446038
592	0.2681733773
593	0.2681487687
594	0.2681269409
595	0.2681106624
596	0.2680776861
597	0.2680616078
598	0.2680402899
599	0.2680134415
600	0.2679775937
601	0.2679617531
602	0.2679398909
603	0.2679135869
604	0.2677506138
605	0.267719921
606	0.2677040616
607	0.2676834319
608	0.2676676288
609	0.2676417002
610	0.2676069409
611	0.2675854322
612	0.2675641737
613	0.2675485302
614	0.267517803
615	0.2675020531
616	0.2674767438
617	0.2674371048
618	0.2674166002
619	0.2674011537
620	0.267380183
621	0.267364724
622	0.2673308188
623	0.2672999039
624	0.2672794963
625	0.2672540368
626	0.2672387405
627	0.2672129557
628	0.2671747118
629	0.2671483858
630	0.2671330832
631	0.2671073141
632	0.2670869096
633	0.2666066644
634	0.2665706821
635	0.2665454134
636	0.2663372457
637	0.2663161656
638	0.2662733265
639	0.2662580395
640	0.2662429966
641	0.266217681
642	0.2661855431
643	0.2661647382
644	0.2661494857
645	0.2661288278
646	0.2658888038
647	0.2658671512
648	0.2658356389
649	0.2658153751
650	0.2657894996
651	0.2657743972
652	0.2657593543
653	0.2657238474
654	0.2656986007
655	0.2656690121
656	0.2656540286
657	0.265639239
658	0.2656082648
659	0.2655934251
660	0.2655559257
661	0.2653610242
662	0.2653462471
663	0.26471505
664	0.2646901661
665	0.2646585975
666	0.2646372702
667	0.2645948597
668	0.2645742644
669	0.2645538474
670	0.2640711091
671	0.2640350079
672	0.2639917903
673	0.2639659461
674	0.2639358539
675	0.263693343
676	0.2636677835
677	0.2636479639
678	0.2636281194
679	0.2636031886
680	0.2635739253
681	0.2635535209
682	0.2635284524
683	0.2635081949
684	0.2634934272
685	0.2634687623
686	0.2634541041
687	0.2634392113
688	0.2634246376
689	0.2634102546
690	0.2633897438
691	0.263375192
692	0.263350771
693	0.2633307701
694	0.2633162307
695	0.2633016351
696	0.2632873585
697	0.2632731257
698	0.2632400181
699	0.2632256727
700	0.2632059877
701	0.2631917424
702	0.263177469
703	0.2631530199
704	0.2631203783
705	0.2631062738
706	0.2630921505
707	0.2630674105
708	0.2630481415
709	0.2630196009
710	0.2630054119
711	0.2629682065
712	0.2629487623
713	0.2629346922
714	0.262920597
715	0.2629065707
716	0.2628870765
717	0.2626748892
718	0.2626552073
719	0.2626411435
720	0.2624219994
721	0.2623929207
722	0.2623680525
723	0.2623483455
724	0.2623342504
725	0.2623102768
726	0.2622909546
727	0.2622668308
728	0.2622530266
729	0.2622391567
730	0.2622252523
731	0.2622113918
732	0.2621824383
733	0.2621499594
734	0.2621361677
735	0.2621223916
736	0.2621087125
737	0.2620897031
738	0.2620759395
739	0.262051772
740	0.2620380522
741	0.2620243575
742	0.2619963736
743	0.2617323259
744	0.2616964124
745	0.2616718538
746	0.2616522407
747	0.2616385647
748	0.2616249795
749	0.2616110219
750	0.2615919876
751	0.2615784805
752	0.2615648859
753	0.2615366205
754	0.2615231885
755	0.2614987582
756	0.2614793641
757	0.2613909269
758	0.2613716579
759	0.2613581821
760	0.2608872117
761	0.2608554022
762	0.2608361895
763	0.2608127445
764	0.2607832968
765	0.2607699086
766	0.2607565204
767	0.2607320775
768	0.2607187644
769	0.2607053387
770	0.2606863231
771	0.2606729787
772	0.2606540882
773	0.2606407313
774	0.2606272961
775	0.2606139549
776	0.2605900813
777	0.2605767682
778	0.2605583501
779	0.2605449744
780	0.2602501588
781	0.2602367894
782	0.2602000532
783	0.2601593161
784	0.2601316514
785	0.2601079311
786	0.2600946774
787	0.25981635
788	0.2597933774
789	0.2597748091
790	0.2597473539
791	0.2597340877
792	0.2597147154
793	0.259691577
794	0.2596783484
795	0.2596652135
796	0.2596521163
797	0.2596390252
798	0.2596259029
799	0.2596074754
800	0.2595940246
801	0.2595810274
802	0.2595626562
803	0.2595494588
804	0.2595208744
805	0.2595079648
806	0.2594949864
807	0.2594818891
808	0.2594689138
809	0.2594386089
810	0.2594101934
811	0.2591539847
812	0.2591223723
813	0.2591093563
814	0.2590859363
815	0.2590676058
816	0.2590492658
817	0.2587705224
818	0.258747215
819	0.2587144233
820	0.2586958269
821	0.2586828328
822	0.2586602731
823	0.2586474479
824	0.2586345602
825	0.2583902851
826	0.2583615849
827	0.2583487473
828	0.2583258184
829	0.2583073408
830	0.2582944907
831	0.2582815185
832	0.2582687247
833	0.2582558276
834	0.2580264108
835	0.2580078519
836	0.2579795209
837	0.2579463757
838	0.2579334755
839	0.2579206941
840	0.2579023792
841	0.257889529
842	0.2576247775
843	0.2576069224
844	0.2575940847
845	0.2575813785
846	0.2575685283
847	0.2575454681
848	0.2575326805
849	0.2575199617
850	0.2575071678
851	0.2574944271
852	0.257481749
853	0.2574634748
854	0.2574507528
855	0.2574381216
856	0.2574078574
857	0.2573952575
858	0.2573825888
859	0.2573646117
860	0.2573519711
861	0.2573288358
862	0.2573161983
863	0.2573035953
864	0.2572810074
865	0.2572684638
866	0.2572502959
867	0.2572325002
868	0.2572199441
869	0.257207438
870	0.25719486
871	0.2571823352
872	0.2571595533
873	0.2571238775
874	0.2571112495
875	0.2570841134
876	0.2570663802
877	0.2570538585
878	0.2570414088
879	0.2570142257
880	0.2569828198
881	0.2569704826
882	0.2569579828
883	0.2569398774
884	0.2569174209
885	0.256896591
886	0.2568841538
887	0.2563489075
888	0.256336417
889	0.2563140137
890	0.2562806746
891	0.2562681967
892	0.2562419708
893	0.2562236997
894	0.2557386028
895	0.255712743
896	0.2556946846
897	0.2556646956
898	0.2556424737
899	0.2556153094
900	0.2555972229
901	0.2555848044
902	0.2555723984
903	0.2555545996
904	0.2555309982
905	0.2554999332
906	0.2554642293
907	0.2554516857
908	0.2554390764
909	0.2554216029
910	0.2554091938
911	0.2553969474
912	0.2553844757
913	0.2553720322
914	0.2553544461
915	0.255342209
916	0.2553296654
917	0.255156013
918	0.2551325743
919	0.255114372
920	0.2551020129
921	0.2550896695
922	0.2550773668
923	0.2550542315
924	0.2550419756
925	0.2550295853
926	0.2550173701
927	0.2547663102
928	0.2547391584
929	0.254721441
930	0.2547091601
931	0.2546968448
932	0.2546846703
933	0.2546724176
934	0.2546601712
935	0.2546480436
936	0.2546358441
937	0.2546236977
938	0.25461142
939	0.2545893483
940	0.2545772082
941	0.254564993
942	0.254307239
943	0.2542896279
944	0.2542774534
945	0.2542652319
946	0.2542531106
947	0.2542251393
948	0.2542130837
949	0.2542008466
950	0.2541887441
951	0.2541712643
952	0.2541420261
953	0.2538608302
954	0.2538486245
955	0.2538313449
956	0.2538091918
957	0.253796886
958	0.2537847271
959	0.2537725119
960	0.2537604313
961	0.2537482943
962	0.2537362794
963	0.2537241768
964	0.2537120211
965	0.2537000155
966	0.2532845091
967	0.2532553022
968	0.2532377098
969	0.2532255604
970	0.2532034198
971	0.2531720045
972	0.2531542964
973	0.2531369042
974	0.2530791192
975	0.2530671198
976	0.2530550235
977	0.2530376971
978	0.2530256696
979	0.2530054434
980	0.2529934629
981	0.2529814635
982	0.2529694986
983	0.2529574711
984	0.252945428
985	0.2529335163
986	0.2529216045
987	0.2529095739
988	0.2528976684
989	0.2528856566
990	0.2528736072
991	0.2528617236
992	0.2528497806
993	0.2528378689
994	0.2528113052
995	0.2527895056
996	0.2526038194
997	0.2525868621
998	0.2525750067
999	0.2525630074
